sku,store_view_code,attribute_set_code,product_type,series_name,categories,brand_name,manufacturer,product_websites,name,short_description,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,description,model,model_name,item_weight,product_dimensions,batteries,item_model_number,ram_size,flash_memory_installed_size,memory_technology,ram_memory_installed_size,ram_memory_technology,hard_disk_size,hard_disk_technology,operating_system,processor_brand,processor_type,graphics_coprocessor,included_components,screen_size,display_type,display_resolution_maximum,batteries_included,batteries_required,battery_cell_composition,connector_type,product_online,tax_class_name,visibility,price,colors,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,small_image,thumbnail_image,additional_images
NS12A1IN005P,,Default,simple,LIBER 12.5,"Default/Bestselling Products,Default/Lifestyle Laptops,Default/Top 10 Offers,Default/Latest Arrival,Default/AVITA",AVITA,AVITA,base,"AVITA LIBER NS12A1IN001P 12.5-inch Laptop (Core i5-7Y54/8GB/256GB SSD/Windows 10 Home/Integrated Graphics), Angel Blue","<ul><li>1.2 GHz Intel Core i5-7Y54 processor</li><li>8GB DDR3 RAM</li><li>256GB SSD hard drive</li><li>12.5-inch screen, Intel HD Graphics 615 Graphics</li><li>Windows 10 HOME operating system</li></ul>",1.2 GHz Intel Core i5-7Y54 processor,8GB DDR3 RAM,256GB SSD hard drive,"12.5-inch screen, Intel HD Graphics 615 Graphics",Windows 10 HOME operating system,1.14kg laptop,"<table><tr><th>Brand</th><td>AVITA</td></tr><tr><th>Model</th><td>NS12A1IN001P</td><th>Model Name</th><td>LIBER</td></tr><tr><th>Item Weight</th><td>1.14</td><th>Product Dimensions</th><td>29.9 x 20 x 14.9</td></tr><tr><th>Batteries</th><td>1 Lithium Polymer batteries required. (included)</td><th>Item Model Number</th><td>NS12A1IN001P</td></tr><tr><th>Ram Size</th><td>8 GB</td><th>Flash Memory Installed Size</th><td></td></tr><tr><th>Memory Technology</th><td>RAM</td><th>Ram Memory Installed Size</th><td>8 GB</td></tr><tr><th>Ram Memory Technology</th><td>DDR3</td><th>Hard Disk Size</th><td>256 GB</td></tr><tr><th>Hard Disk Technology</th><td>Flash Memory Solid State</td><th>Operating System</th><td>Windows 10 Home</td></tr><tr><th>Processor Brand</th><td>Intel</td><th>Processor Type</th><td>Core i5</td></tr><tr><th>Graphics Coprocessor</th><td>Intel HD Graphics 615</td><th>Included Components</th><td>Laptop, AC Adapter, Quick Start Guide, USBC to USBC, USB and HDMI adapter</td></tr><tr><th>Screen Size</th><td>12.5</td><th>Display Type</th><td>FHD IPS Display</td></tr></table>",NS12A1IN001P,LIBER,1.14,29.9 x 20 x 14.9,1 Lithium Polymer batteries required. (included),NS12A1IN001P,8 GB,,RAM,8 GB,DDR3,256 GB,Flash Memory Solid State,Windows 10 Home,Intel,Core i5,Intel HD Graphics 615,"Laptop, AC Adapter, Quick Start Guide, USBC to USBC, USB and HDMI adapter",12.5,FHD IPS Display,1920x1080,YES,YES,Lithium Polymer,Wireless,1,Taxable Goods,"Catalog, Search",67190,Angle Blue,59004,,,"AVITA LIBER NS12A1IN001P 12.5-inch Laptop (Core i5-7Y54/8GB/256GB SSD/Windows 10 Home/Integrated Graphics), Angel Blue",,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
