sku,store_view_code,attribute_set_code,product_type,series_name,model,categories,brand_name,manufacturer,product_websites,name,short_description,description,weight,length,width,height,primary_battery,display,wireless,memory,keyboard,video_card,hard_drive,optical_drive,power_cord,documentation,hard_drive_software,color_choice,packaging,processor_label,power_supply,carrying_cases,warranty,product_online,tax_class_name,visibility,price,colors,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,base_image,small_image,thumbnail_image,additional_images
NS12A1IN001P,,Default,simple,LIBER,NS12A1IN003P,"Defalut,Defalut/Bestselling Products,Defalut/Lifestyle Laptops,Defalut/Top 10 Offers,Defalut/Latest Arrival,Defalut/AVITA",AVITA,Alco,base,"AVITA LIBER 12.5"" i5-7Y54 8GB 256GB SSD Angel Blue","AVITA LIBER 12.5"" i5-7Y54 8GB 256GB SSD","AVITA LIBER 12.5"" i5-7Y54 8GB 256GB SSD<br/><table><tr><th>Weight</th><td>1.14</td></tr><tr><th>Length</th><td>29.9</td><th>Width</th><td>19.95</td></tr><tr><th>Height</th><td>14.89</td><th>Primary Battery</th><td>27.8 WHr, 2-Cell Battery</td></tr><tr><th>Display</th><td>12.5"" FHD IPS Display (1920x1080)</td><th>Wireless</th><td>IEEE 802.11 b/g/n/ac, Bluetooth 4.2</td></tr><tr><th>Memory</th><td>8GB DDR3</td><th>Keyboard</th><td>Island-type Keyboard (with Backlit)</td></tr><tr><th>Video Card</th><td>Intel HD Graphics</td><th>Hard Drive</th><td>Wireless driver for 802.11ac + Bluetooth 4.2</td></tr><tr><th>Optical Drive</th><td>256GB SSD SATA M.2</td><th>Power Cord</th><td>No Optical Drive</td></tr><tr><th>Documentation</th><td>Included</td><th>Hard Drive Software</th><td>Quick Start Guide</td></tr><tr><th>Color Choice</th><td>SSD</td><th>Packaging</th><td>Blossom Pink / Angel Blue / Himalayan Blue / Fragrant Lilac / Peacock Green</td></tr><tr><th>Processor Label</th><td>Shipping Material</td><th>Power Supply</th><td>Intel Processor</td></tr><tr><th>Carrying Cases</th><td>Laptop Bag</td><th>Warranty</th><td>18 + 6 Months</td></tr></table>",1.14,29.9,19.95,14.89,"27.8 WHr, 2-Cell Battery","12.5"" FHD IPS Display (1920x1080)","IEEE 802.11 b/g/n/ac, Bluetooth 4.2",8GB DDR3,Island-type Keyboard (with Backlit),Intel HD Graphics,Wireless driver for 802.11ac + Bluetooth 4.2,No Optical Drive,Included,Quick Start Guide,SSD,Blossom Pink / Angel Blue / Himalayan Blue / Fragrant Lilac / Peacock Green,Standard Packaging,Shipping Material,Intel Processor,Laptop Bag,18 + 6 Months,1,Taxable Goods,"Catalog, Search",67190,Angle Blue,59004,,,"AVITA LIBER 12.5"" i5-7Y54 8GB 256GB SSD Angel Blue",,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",10,0,1,0,0,1,1,0,0,1,1,,1,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
